headline,abstract,pub date,original,person rank,keywords,lead paragraph,news desk,section name,type of material
Mysterious Spike in Complaints About Street Signs Moves Council to Halt Violations,"The mayor is expected to sign the bill, which gained momentum after a mysterious spike in anonymous 311 calls reporting illegal signs on New York City storefronts.",2019-01-09T22:49:58+0000,By Karen Zraick,1,"['Signs and Signage', 'City Council (NYC)', 'Buildings Department (NYC)', 'Fines (Penalties)', 'Three-One-One (311) (NYC Hot Line)', 'Small Business', 'New York City', 'Brooklyn (NYC)']",The New York City Council voted on Wednesday to institute a two-year moratorium on violations related to store signs and awnings after a mysterious spike in 311 complaints that led to costly penalties for small businesses.,Express,New York,News
Jair Bolsonaro Takes Power. With a Vengeance.,His presidency is off to a shaky start in Brazil.,2019-01-09T23:07:26+0000,By The Editorial Board,1,"['Brazil', 'Bolsonaro, Jair (1955- )', 'Politics and Government', 'Human Rights and Human Rights Violations', 'Trump, Donald J', 'Economic Conditions and Trends']","No sooner was Jair Bolsonaro sworn in as president of Brazil on New Year’s Day than he let loose a fountain of far-right decrees, undermining protections for the environment, indigenous land rights and the L.G.B.T. community, putting nongovernmental organizations under government monitoring and purging government contractors who do not share his ideology. This thrilled Donald Trump, who tweeted enthusiastically, “Congratulations to President @JairBolsonaro who just made a great inauguration speech — the U.S.A. is with you!” ",Editorial,Opinion,Editorial
"After the Quake, Dana Schutz Gets Back to Work ","Still reckoning with the fallout from her Emmett Till painting, the chastened artist reveals how the controversy has changed her — even as she moves forward with a new gallery show.",2019-01-09T23:20:46+0000,By Ted Loos,1,"['Art', 'Sculpture', 'Museums', 'Whitney Biennial', 'Petzel Gallery', 'Schutz, Dana', 'Chelsea (Manhattan, NY)']","Dana Schutz was readying her coming gallery show, and chaos reigned on the walls of her Brooklyn studio. Her new works offered the painter’s signature scenes of anxiety and mayhem. ",Weekend,Arts,News
"American Boy, 16, Caught Fighting for ISIS in Syria, Militia Says","The teenager, whose capture was announced by the Syrian Democratic Forces, would be the only American minor apprehended fighting on behalf of the Islamic State on the battlefield.",2019-01-09T23:25:59+0000,By Rukmini Callimachi,1,"['Islamic State in Iraq and Syria (ISIS)', 'Syria', 'Syrian Democratic Forces', 'Terrorism', 'United States']","A 16-year-old American boy fighting on behalf of the Islamic State was captured on the battlefield in Syria, an American-backed force fighting the militants said Wednesday.",Foreign,World,News
Guatemala’s Experiment in Fighting Corruption Is Under Attack,An international panel brought charges against business leaders and politicians. Now it has focused on President Jimmy Morales. He wants to shut it down.,2019-01-09T23:28:02+0000,By Elisabeth Malkin,1,"['Bribery and Kickbacks', 'United Nations', 'Morales, Jimmy (1969- )', 'Guatemala']","MEXICO CITY — Almost a dozen years ago, a panel of international prosecutors backed by the United Nations arrived in Guatemala. Their goal: to team up with the Guatemalan attorney general’s office, strengthen the rule of law and combat the criminal networks that had taken hold after the country emerged from more than three decades of civil war.",Foreign,World,News
Hormone Replacement Skin Patches Don’t Raise Risk for Blood Clots,"Oral H.R.T. increases the risk for blood clots, but transdermal hormone replacement doesn’t, a large analysis found.",2019-01-09T23:30:01+0000,By Nicholas Bakalar,1,"['Estrogen', 'Hormones', 'Blood Clots', 'Skin', 'Women and Girls']","Oral hormone replacement therapy, or H.R.T., increases the risk for potentially fatal blood clots. But a study in BMJ found that hormone replacement delivered through the skin by injection or skin patch entails no increased risk for blood clots.",Well,Well,News
How Chummy Are Junk Food Giants and China’s Health Officials? They Share Offices,A life sciences institute funded by Coca-Cola and other multinational beverage and snack companies even has offices inside the government’s health ministry.,2019-01-09T23:30:04+0000,By Andrew Jacobs,2,"['China', 'Obesity', 'Children and Childhood', 'Soft Drinks', 'Snack Foods', 'Lobbying and Lobbyists', 'Diet and Nutrition', 'Exercise', 'BMJ (Journal)', 'Journal of Public Health Policy', 'Coca-Cola Company', 'International Life Sciences Institute']","Happy 10 Minutes, a Chinese government campaign that encouraged schoolchildren to exercise for 10 minutes a day, would seem a laudable step toward improving public health in a nation struggling with alarming rates of childhood obesity.",Science,Health,News
Train Your Brain Like a Memory Champion,"If you have trouble remembering names, faces or phone numbers, these tips from memory champions and neuroscientists can help.",2019-01-09T23:30:21+0000,By Bryan Clark,3,"['Memory', 'Brain', 'Moonwalking with Einstein (Book)', 'Foer, Joshua']","You slide the key into the door and hear a clunk as the tumblers engage. You rotate the key, twist the doorknob and walk inside. The house is familiar, but the contents foreign. At your left, there’s a map of Minnesota, dangling precariously from the wall. You’re certain it wasn’t there this morning. Below it, you find a plush M&M candy. To the right, a dog, a shiba inu you’ve never seen before. In its mouth, a pair of your expensive socks.",Smarter Living,Smarter Living,News
"President Trump, Shutdown, 52 Places: Your Wednesday Evening Briefing",Here’s what you need to know at the end of the day.,2019-01-09T23:30:40+0000,By Remy Tumin and Marcus Payadue,4,[],(Want to get this briefing by email? Here’s the sign-up.) ,NYTNow,Briefing,briefing
40 Million Watched Trump’s Prime-Time Address on TV,"Critics had questioned why networks agreed to air the president. While viewership was robust, it fell short of last year’s State of the Union address.",2019-01-09T23:35:20+0000,By Michael M. Grynbaum,1,"['Ratings (Audience Measurement)', 'Nielsen Media Research', 'Trump, Donald J', 'The Apprentice (TV Program)']","Even in its heyday, “The Apprentice” never earned ratings like this.",Business,Business Day,News
Government Shutdown Curtails F.D.A. Food Inspections,"While the Agriculture Department continues to inspect domestic meat and poultry, the F.D.A. has reduced inspections of fruits, vegetables and other foods.",2019-01-09T23:37:10+0000,By Sheila Kaplan,1,"['Shutdowns (Institutional)', 'Food', 'E Coli (Bacteria)', 'Regulation and Deregulation of Industry', 'AGRICULTURE DEPARTMENT', 'Food and Drug Administration', 'Gottlieb, Scott (1972- )']","WASHINGTON — The Food and Drug Administration has stopped routine food safety inspections of seafood, fruits, vegetables and many other foods at high risk of contamination because of the federal government’s shutdown, Dr. Scott Gottlieb, the agency’s commissioner, said on Wednesday.",Science,Health,News
You Should Meditate Every Day,"Sure, it’s become a wellness fad. But it’s the best way I’ve found to keep digital monsters at bay. ",2019-01-10T00:08:25+0000,By Farhad Manjoo,1,"['Computers and the Internet', 'Meditation', 'New Year']","Because I live in Northern California, where this sort of thing is required by local ordinance, I spent New Year’s Day at a meditation center, surrounded by hundreds of wealthy, well-meaning, Patagonia-clad white people seeking to restore order and balance to their tech-besotted lives. ",OpEd,Opinion,Op-Ed
Shutdown Means E.P.A. Pollution Inspectors Aren’t on the Job,The E.P.A.'s shutdown furlough of most inspection personnel has halted one of the government’s most important public health activities.,2019-01-10T00:17:04+0000,By Coral Davenport,2,"['Environment', 'Hazardous and Toxic Substances', 'Waste Materials and Disposal', 'Air Pollution', 'Environmental Protection Agency']","WASHINGTON — The two-week-old shutdown has halted one of the federal government’s most important public health activities, the inspections of chemical factories, power plants, oil refineries, water treatment plants, and thousands of other industrial sites for pollution violations.",Climate,Climate,News
"Washington’s Strong Economy, Financed by Taxpayers, Takes Hit From Shutdown","As the country nears the end of its third week of a government shutdown, the nation’s capital has borne the brunt of its consequences.",2019-01-10T00:29:53+0000,By Sabrina Tavernise,3,"['United States Politics and Government', 'Shutdowns (Institutional)', 'Washington (DC)', 'Economic Conditions and Trends', 'Government Employees', 'Trump, Donald J']","WASHINGTON — It was almost lunchtime at a food court downtown and Yonas A. Seyoum, the manager of the Esprinto Café, marched over to the cash register and printed out the morning’s sales.",National,U.S.,News
Florida Governor Suspends Sheriff Over Parkland Shooting,"Gov. Ron DeSantis of Florida named Gregory Tony, a former sergeant from the Coral Springs Police Department.",2019-01-10T00:30:57+0000,By Patricia Mazzei,1,"['Parkland, Fla, Shooting (2018)', 'Marjory Stoneman Douglas High School (Parkland, Fla)', 'DeSantis, Ron', 'Israel, Scott', 'Broward County (Fla)', 'Police', 'Florida']","UPDATE: Gov. Ron DeSantis of Florida suspended Sheriff Scott Israel of Broward County on Friday, citing his “neglect of duty” and “incompetence,” and named Gregory Tony, a former sergeant from the Coral Springs Police Department, as his replacement. ",National,U.S.,News
Congo Presidential Election Results Delayed,People in the Democratic Republic of Congo had been told they would learn who their new leader was on Wednesday night. The hour passed with no word.,2019-01-10T00:37:17+0000,By Kimiko de Freytas-Tamura,1,"['Congo, Democratic Republic of (Congo-Kinshasa)', 'Elections', 'Kabila, Joseph', 'Politics and Government', 'Fayulu, Martin', 'Shadary, Emmanuel Ramazani']","Ten days after Congolese voters cast their ballots in their oft-delayed presidential election, the oft-delayed results were at last going to be announced late Wednesday night in Kinshasa, the capital.",Foreign,World,News
I Am Pro-Life. Don’t Call Me Anti-Abortion.,That kind of language allows critics to dismiss me and fellow pro-lifers as single-issue obsessives.,2019-01-10T00:38:05+0000,By Charles C. Camosy,1,"['ABORTION', 'Immigration and Emigration', 'Illegal Immigration', 'Francis', 'English Language']","The struggle in the abortion debate is, in many ways, a struggle over language.",OpEd,Opinion,Op-Ed
A N.J. Man Live-Streamed Ominous Warnings in a Police Station. He Died 2 Days Later.,"Prosecutors are investigating the death of Jameek Lowery, 27, who told the police in Paterson, N.J., he had taken drugs, and was paranoid and thirsty.",2019-01-10T00:38:49+0000,By Michael Gold,1,"['Lowery, Jameek', 'Demonstrations, Protests and Riots', 'Paterson (NJ)', 'Police']",[What you need to know to start the day: Get New York Today in your inbox.],Metro,New York,News
